ecosystem,taxon_id,rep,sample_id,tube_shift,timepoint,Phylum,Class,Order,Family,Genus,Species,treatment,wvd,abund_16s,abund_16s_t0,growth,mortality,growth_corrected,mortality_corrected
GL,d6b4da3dcac0e125643c27086c11c5fa,3,W1_GL_21,0,7,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,unknown AKIW781,unknown AKIW781,control,2.48282439430433e-05,187.360714072075,724.00261000795,0.0196772391705865,-0.212785708640631,0.0201587728158018,-0.213267242285847
GL,d6b4da3dcac0e125643c27086c11c5fa,3,W1_GL_24,0,7,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,unknown AKIW781,unknown AKIW781,C,2.60590200083995e-05,99.945604546867,724.00261000795,0.00492804562547587,-0.287809319040155,0.0225627853714352,-0.305444058786114
GL,d6cc1f47424dbd843499800443d744de,1,W1_GL_19,0,7,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,unknown Blastocatellaceae,unknown Blastocatellaceae,control,5.61486247329531e-05,139.125824649051,345.561397993602,0.0223536366754379,-0.152323864974921,0.0390402450750214,-0.169010473374504
GL,d6cc1f47424dbd843499800443d744de,1,W1_GL_22,0,7,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,unknown Blastocatellaceae,unknown Blastocatellaceae,C,3.80106942593643e-05,143.356700756722,345.561397993602,0.043395206962212,-0.169085835505648,0.0434331559505056,-0.169123784493942
GL,d6cc1f47424dbd843499800443d744de,3,W1_GL_21,0,7,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,unknown Blastocatellaceae,unknown Blastocatellaceae,control,4.57794376967607e-05,262.097836813743,905.003262509936,0.032294360862575,-0.209325888243642,0.0328220120996321,-0.209853539480699
GL,d6cc1f47424dbd843499800443d744de,3,W1_GL_24,0,7,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,unknown Blastocatellaceae,unknown Blastocatellaceae,C,7.97135550260295e-05,116.658381943886,905.003262509936,0.0188466658291302,-0.311516479728051,0.0384777610414392,-0.33114757494036
GL,d6cc1f47424dbd843499800443d744de,3,W1_GL_30,0,7,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,unknown Blastocatellaceae,unknown Blastocatellaceae,C_N,5.44924790353709e-05,206.309867875227,905.003262509936,0.0168143984001135,-0.228037155128083,0.0278874509823461,-0.239110207710316
GL,d76b95bec67067a32e0830f5f53dc38a,1,W1_GL_19,0,7,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,unknown Gaiella,control,2.0921510176215e-05,741.019105499406,1058.28178135541,-0.000440698401433047,-0.0504700876811747,0.0135851918371432,-0.0644959779197509
GL,d76b95bec67067a32e0830f5f53dc38a,1,W1_GL_22,0,7,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,unknown Gaiella,C,2.05460259758393e-05,367.197822684982,1058.28178135541,0.0084790079587046,-0.159693462490181,0.00850857926773646,-0.159723033799213
GL,d76b95bec67067a32e0830f5f53dc38a,1,W1_GL_28,0,7,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,unknown Gaiella,C_N,2.50340238504626e-05,321.776727349425,1058.28178135541,-0.00974163788597349,-0.160336076289834,0.0100145383057792,-0.180092252481587
GL,d76b95bec67067a32e0830f5f53dc38a,2,W1_GL_20,0,7,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,unknown Gaiella,control,2.13474134988904e-05,914.797629325054,1622.33323879153,0.0122000274666101,-0.0940454263541664,0.0126571055735456,-0.0945025044611019
GL,d76b95bec67067a32e0830f5f53dc38a,2,W1_GL_23,0,7,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,unknown Gaiella,C,7.57889686499995e-06,656.399633613708,1622.33323879153,0.00132214027715207,-0.130586549112823,0.0121549026670964,-0.141419311502768
GL,d76b95bec67067a32e0830f5f53dc38a,2,W1_GL_29,0,7,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,unknown Gaiella,C_N,3.63024759797754e-05,277.604939985823,1622.33323879153,-0.00366926377676979,-0.248533827520066,0.0125234159204877,-0.264726507217323
GL,d76b95bec67067a32e0830f5f53dc38a,3,W1_GL_21,0,7,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,unknown Gaiella,control,1.40230769784246e-05,524.323553430165,1425.38013845315,0.0176203523928824,-0.160489617937214,0.0180940329451932,-0.160963298489524
GL,d76b95bec67067a32e0830f5f53dc38a,3,W1_GL_24,0,7,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,unknown Gaiella,C,3.0143774660356e-05,325.134052579148,1425.38013845315,0.00121775923215642,-0.21235436697394,0.0183353783065332,-0.229471986048317
GL,d76b95bec67067a32e0830f5f53dc38a,3,W1_GL_30,0,7,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,unknown Gaiella,C_N,2.32038743556221e-05,493.39496512424,1425.38013845315,0.00214812489911883,-0.153702956522183,0.0120508397984175,-0.163605671421482
GL,d791f18385026999efe1bd6bee231f5c,1,W1_GL_19,0,7,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,unknown Actinophytocola,control,8.72642145061231e-05,192.95314355228,475.146922241202,0.00819423282615568,-0.13693375943792,0.0231357089792154,-0.15187523559098
GL,d791f18385026999efe1bd6bee231f5c,1,W1_GL_22,0,7,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,unknown Actinophytocola,C,5.83322968140407e-05,98.5186061261598,475.146922241202,0.00425737644209229,-0.229025753751826,0.00428607627376142,-0.229054453583495
GL,d791f18385026999efe1bd6bee231f5c,1,W1_GL_28,0,7,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,unknown Actinophytocola,C_N,7.60940304994927e-05,198.504664171436,475.146922241202,-0.0107808255454351,-0.113906527205013,0.00881432925790237,-0.13350168200835
GL,d791f18385026999efe1bd6bee231f5c,2,W1_GL_20,0,7,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,unknown Actinophytocola,control,2.30712081541589e-05,298.878834010147,397.630695782238,0.0136317625197794,-0.0544153940395671,0.0140932860833163,-0.054876917603104
GL,d791f18385026999efe1bd6bee231f5c,2,W1_GL_23,0,7,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,unknown Actinophytocola,C,1.78691669993999e-05,208.38647211358,397.630695782238,0.00347093256422252,-0.0957751153905698,0.0144702507900512,-0.106774433616399
GL,d791f18385026999efe1bd6bee231f5c,2,W1_GL_29,0,7,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,unknown Actinophytocola,C_N,6.03769778984999e-05,112.118121690692,397.630695782238,0.00407892625568408,-0.18493188353959,0.0212239163641429,-0.202076873648049
GL,d791f18385026999efe1bd6bee231f5c,3,W1_GL_21,0,7,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,unknown Actinophytocola,control,3.82491895995099e-05,501.434352919336,882.378180947188,0.00115023048489945,-0.0818856652443001,0.0015721025869893,-0.0823075373463899
GL,d791f18385026999efe1bd6bee231f5c,3,W1_GL_24,0,7,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,unknown Actinophytocola,C,0.000158194676748374,76.8613196320109,882.378180947188,0.00377675538152379,-0.352436467725556,0.0212167843641609,-0.369876496708193
GL,d791f18385026999efe1bd6bee231f5c,3,W1_GL_30,0,7,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,unknown Actinophytocola,C_N,1.31129942840634e-05,15.7156161063061,882.378180947188,0.148730072491001,-0.72415376766651,0.178267716078632,-0.753691411254141
GL,d7c7e1d173c8e9ed1de5eef11d2b3ea9,2,W1_GL_20,0,7,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus alginolyticus,control,3.01427523868959e-05,18.4950144006232,127.241822650316,-0.0090847829299044,-0.266427815267108,-0.00868904609639745,-0.266823552100615
GL,d7c7e1d173c8e9ed1de5eef11d2b3ea9,2,W1_GL_23,0,7,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus alginolyticus,C,2.51015831793343e-05,366.179765230879,127.241822650316,0.0390542266447569,0.111950770979268,0.0534069845183883,0.0975980131056365
GL,d7c7e1d173c8e9ed1de5eef11d2b3ea9,2,W1_GL_29,0,7,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus alginolyticus,C_N,4.12830357050757e-05,776.083527606664,127.241822650316,0.0385088639798738,0.219801244844879,0.0608382975957147,0.197471811229038
GL,d7fb754ad8af0182f0a35e256d30a799,2,W1_GL_20,0,7,Actinobacteria,Thermoleophilia,Gaiellales,unknown Gaiellales,unknown Gaiellales,unknown Gaiellales,control,6.34275197514683e-05,107.335006398392,445.346379276106,0.0156822204877379,-0.218953294125396,0.0161501956167802,-0.219421269254438
GL,d7fb754ad8af0182f0a35e256d30a799,2,W1_GL_23,0,7,Actinobacteria,Thermoleophilia,Gaiellales,unknown Gaiellales,unknown Gaiellales,unknown Gaiellales,C,1.67730701035671e-05,174.236819430308,445.346379276106,0.00462809761918337,-0.138690519722229,0.0157147447927424,-0.149777166895788
GL,d7fb754ad8af0182f0a35e256d30a799,2,W1_GL_29,0,7,Actinobacteria,Thermoleophilia,Gaiellales,unknown Gaiellales,unknown Gaiellales,unknown Gaiellales,C_N,1.53705601792016e-05,109.987992147254,445.346379276106,0.00189222435330792,-0.201675247531163,0.0187519331147688,-0.218534956292624
GL,d7fb754ad8af0182f0a35e256d30a799,3,W1_GL_21,0,7,Actinobacteria,Thermoleophilia,Gaiellales,unknown Gaiellales,unknown Gaiellales,unknown Gaiellales,control,1.47605571047751e-05,193.742466581971,475.126712817716,0.00973326674372264,-0.137883516310338,0.0101810818629722,-0.138331331429588
GL,d7fb754ad8af0182f0a35e256d30a799,3,W1_GL_24,0,7,Actinobacteria,Thermoleophilia,Gaiellales,unknown Gaiellales,unknown Gaiellales,unknown Gaiellales,C,1.94927583329075e-05,143.675493195685,475.126712817716,-0.00144674541441438,-0.169413868182853,0.0153200511198482,-0.186180664717115
GL,d7fb754ad8af0182f0a35e256d30a799,3,W1_GL_30,0,7,Actinobacteria,Thermoleophilia,Gaiellales,unknown Gaiellales,unknown Gaiellales,unknown Gaiellales,C_N,1.48361366618669e-05,136.203086473237,475.126712817716,-0.00146975676304188,-0.17702088287938,0.00816825931557458,-0.186658898957997
GL,d80092fd60a038ef8d16d96b1dcf2e64,3,W1_GL_21,0,7,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,unknown Conexibacter,control,6.30566123865764e-05,47.7928747884801,316.751141878477,-0.000441922168020612,-0.269735200516864,-2.65278405707006e-05,-0.270150594844314
GL,d80092fd60a038ef8d16d96b1dcf2e64,3,W1_GL_24,0,7,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,unknown Conexibacter,C,1.58965904979295e-05,11.1339990345317,316.751141878477,0.00774315503323827,-0.486045015194711,0.0256241470484547,-0.503926007209927
GL,d80092fd60a038ef8d16d96b1dcf2e64,3,W1_GL_30,0,7,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,unknown Conexibacter,C_N,4.16507671887027e-05,57.5437533645342,316.751141878477,-0.0242033809018323,-0.219449595906016,-0.0160567727209434,-0.227596204086905
GL,d8098e0ab01b865051df0a0f87b5b626,1,W1_GL_19,0,7,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,unknown Archangiaceae,unknown Archangiaceae,control,2.91835238103106e-05,2530.68861005342,1900.58768896481,-0.00334625914539913,0.044250301326124,0.0103834890873794,0.0305205530933455
GL,d8098e0ab01b865051df0a0f87b5b626,1,W1_GL_22,0,7,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,unknown Archangiaceae,unknown Archangiaceae,C,2.2317402619481e-05,1454.51808484355,1900.58768896481,0.00789228640311552,-0.0461049315078424,0.0079217370457138,-0.0461343821504407
GL,d8098e0ab01b865051df0a0f87b5b626,1,W1_GL_28,0,7,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,unknown Archangiaceae,unknown Archangiaceae,C_N,2.37091735224261e-05,1011.06609111701,1900.58768896481,-0.00970723018686543,-0.0804581752989895,0.0100544440193845,-0.100219849505239
GL,d8098e0ab01b865051df0a0f87b5b626,2,W1_GL_20,0,7,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,unknown Archangiaceae,unknown Archangiaceae,control,1.1320788445249e-05,1148.77637196215,1208.797315178,0.0127339896629763,-0.0200094981474695,0.013192790703089,-0.0204682991875821
GL,d8098e0ab01b865051df0a0f87b5b626,2,W1_GL_23,0,7,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,unknown Archangiaceae,unknown Archangiaceae,C,1.75150887375124e-05,557.63866162513,1208.797315178,-0.00406775567200622,-0.106456529625122,0.00634911689347616,-0.116873402190605
GL,d8098e0ab01b865051df0a0f87b5b626,2,W1_GL_29,0,7,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,unknown Archangiaceae,unknown Archangiaceae,C_N,2.34584609702587e-05,923.99469922545,1208.797315178,-0.00441386743358709,-0.0339682547144081,0.0116900204698268,-0.050072142617822
GL,d8098e0ab01b865051df0a0f87b5b626,3,W1_GL_21,0,7,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,unknown Archangiaceae,unknown Archangiaceae,control,2.20927813307003e-05,2091.53026942171,972.878507198181,0.0068250015281647,0.102516720344833,0.00726416140960586,0.102077560463392
GL,d8098e0ab01b865051df0a0f87b5b626,3,W1_GL_24,0,7,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,unknown Archangiaceae,unknown Archangiaceae,C,3.98404337581098e-05,841.360016765173,972.878507198181,-0.00196448433527194,-0.018784024253065,0.0147534116315816,-0.0355019202199185
GL,d8098e0ab01b865051df0a0f87b5b626,3,W1_GL_30,0,7,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,unknown Archangiaceae,unknown Archangiaceae,C_N,2.88736905654502e-05,3117.89965064121,972.878507198181,-0.00149832535462414,0.16787770463415,0.00814638565914135,0.158232993620384
GL,d84ed696fcd123126b80cee4e94cc0fa,1,W1_GL_19,0,7,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,unknown TRA3-20,unknown TRA3-20,control,4.62202544840506e-05,402.690881090066,1835.79492684101,-0.000531300214911983,-0.216192077805887,0.0135023587680451,-0.230225736788844
GL,d84ed696fcd123126b80cee4e94cc0fa,1,W1_GL_22,0,7,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,unknown TRA3-20,unknown TRA3-20,C,1.47562708619133e-05,202.544749540346,1835.79492684101,0.0233085476384641,-0.338204550753365,0.0233413921296546,-0.338237395244555
GL,d84ed696fcd123126b80cee4e94cc0fa,1,W1_GL_28,0,7,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,unknown TRA3-20,unknown TRA3-20,C_N,0.000149684051865104,69.9721668430757,1835.79492684101,-0.0144103615545579,-0.452323255998327,0.0046899119318736,-0.471423529484758
GL,d84ed696fcd123126b80cee4e94cc0fa,3,W1_GL_30,0,7,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,unknown TRA3-20,unknown TRA3-20,C_N,2.52907438552461e-05,204.492913308715,1040.75375188643,6.92021580937868e-05,-0.23252165500333,0.00983558336387744,-0.242288036209114
GL,d8ada293c409e91e29bd9f9f9bcefad8,1,W1_GL_19,0,7,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,unknown Rubrobacter,control,1.93381088320704e-05,366.992013293699,604.732446488804,-0.00032727569387097,-0.0710221582105971,0.0137181721988412,-0.0850676061033093
GL,d8ada293c409e91e29bd9f9f9bcefad8,1,W1_GL_22,0,7,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,unknown Rubrobacter,C,1.1755966530608e-05,186.598924371749,604.732446488804,0.016634030039749,-0.184608972748722,0.016665355400925,-0.184640298109898
GL,d8ada293c409e91e29bd9f9f9bcefad8,1,W1_GL_28,0,7,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,unknown Rubrobacter,C_N,2.33259872621633e-05,271.609177047562,604.732446488804,-0.0102447173542354,-0.104101273939753,0.00944822917216102,-0.123794220466149
GL,d8ada293c409e91e29bd9f9f9bcefad8,2,W1_GL_20,0,7,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,unknown Rubrobacter,control,2.03822949934745e-05,967.494779707176,1415.56527698477,0.0160845365923556,-0.0704522780352309,0.0165544850432242,-0.0709222264860995
GL,d8ada293c409e91e29bd9f9f9bcefad8,2,W1_GL_23,0,7,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,unknown Rubrobacter,C,4.18778270037927e-06,162.153739002295,1415.56527698477,0.00461366037991308,-0.31414785008567,0.0157151163575657,-0.325249306063322
GL,d8ada293c409e91e29bd9f9f9bcefad8,2,W1_GL_29,0,7,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,unknown Rubrobacter,C_N,1.89694158318115e-05,414.019084850887,1415.56527698477,-0.000308028172818282,-0.175316564384548,0.0163028139630743,-0.191927406520441
GL,d8ada293c409e91e29bd9f9f9bcefad8,3,W1_GL_21,0,7,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,unknown Rubrobacter,control,8.54425101598354e-06,171.929465139274,633.502283756954,0.0106489546546852,-0.196960283002198,0.0111002794749345,-0.197411607822447
GL,d8ada293c409e91e29bd9f9f9bcefad8,3,W1_GL_24,0,7,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,unknown Rubrobacter,C,1.02191454220736e-05,112.533687279121,633.502283756954,-0.00049722775628192,-0.246361484448925,0.0164130972689598,-0.263271809474167
GL,d8ada293c409e91e29bd9f9f9bcefad8,3,W1_GL_30,0,7,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,unknown Rubrobacter,C_N,1.06969018209238e-05,149.775746648289,633.502283756954,-0.00469512458131882,-0.201322654225471,0.0047339630236758,-0.210751741830466
GL,d9bfcff5825558b33ffec8161b26b3fd,2,W1_GL_20,0,7,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,unknown Gaiella,control,5.04253307409511e-05,201.789004400648,508.967290601264,0.0103999606716673,-0.142565836897221,0.0108509617406683,-0.143016837966222
GL,d9c167bbe2b4a6f62b3366abb3183cae,1,W1_GL_19,0,7,Actinobacteria,Thermoleophilia,Gaiellales,unknown Gaiellales,unknown Gaiellales,unknown Gaiellales,control,4.27367651993689e-05,286.821828693759,1187.86730560301,0.00279221971313292,-0.205799874145858,0.0171635501272035,-0.220171204559929
GL,d9c167bbe2b4a6f62b3366abb3183cae,1,W1_GL_28,0,7,Actinobacteria,Thermoleophilia,Gaiellales,unknown Gaiellales,unknown Gaiellales,unknown Gaiellales,C_N,7.32507824387194e-05,84.8560363149985,1187.86730560301,-0.013369127406663,-0.363624968007685,0.00586732361479389,-0.382861419029142
GL,d9c167bbe2b4a6f62b3366abb3183cae,2,W1_GL_20,0,7,Actinobacteria,Thermoleophilia,Gaiellales,unknown Gaiellales,unknown Gaiellales,unknown Gaiellales,control,2.73600315715106e-05,94.226671081595,1097.46072035898,0.0417773040468321,-0.392498886931724,0.0423400203784351,-0.393061603263327
GL,da68b4fc64314a8e26271374eaaa1425,1,W1_GL_19,0,7,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces,unknown Glycomyces,control,7.9784376157157e-05,18.3873591505657,64.7927621238002,0.0100077392725475,-0.189940664367638,0.0251668236484149,-0.205099748743505
GL,da798f99b5f93b9e5f6a2a99cb226c45,2,W1_GL_20,0,7,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,unknown AKIW781,unknown AKIW781,control,1.08594621793508e-05,638.546477124355,588.493429757712,0.0135282424862008,-0.00186699938843985,0.0139895018423037,-0.00232825874454278
GL,da798f99b5f93b9e5f6a2a99cb226c45,2,W1_GL_29,0,7,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,unknown AKIW781,unknown AKIW781,C_N,1.59117995762298e-05,310.381369890828,588.493429757712,-0.00961366943399926,-0.0817811870551285,0.00587852145785159,-0.0972733779469793
GL,daf7a2a095c60edc4ee6f2b20d5f5125,2,W1_GL_29,0,7,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,unknown WD2101 soil group,unknown WD2101 soil group,C_N,2.73941214255325e-05,46.3493040973483,508.967290601264,0.00554170812624485,-0.347852775924443,0.0228732272696197,-0.365184295067818
GL,db222c3d53e7df42add3d18fc9d594a8,2,W1_GL_20,0,7,Proteobacteria,Alphaproteobacteria,Azospirillales,unknown Azospirillales,unknown Azospirillales,unknown Azospirillales,control,1.61664189791222e-05,60.2253046008129,334.00978445708,-0.013283359698191,-0.231442023320003,-0.0129025235619786,-0.231822859456216
GL,db23a49c200abfce8ffa872512a9725e,1,W1_GL_19,0,7,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,unknown Longimicrobiaceae,unknown Longimicrobiaceae,control,1.56690019772407e-05,109.666405911099,367.158985368202,-0.00389867574629038,-0.168723020325633,0.00976130067632389,-0.182382996748247
GL,db23a49c200abfce8ffa872512a9725e,2,W1_GL_29,0,7,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,unknown Longimicrobiaceae,unknown Longimicrobiaceae,C_N,1.74062498987218e-05,54.7293181720473,222.673189638053,-0.00104961532160116,-0.19942261784588,0.015443785172167,-0.215916018339648
GL,db7f8eef52cb253f2ece6efc1bd31f33,1,W1_GL_19,0,7,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,unknown Micromonosporaceae,unknown Micromonosporaceae,control,4.13672914614602e-05,406.047118975474,885.501082358604,-0.000992035069614677,-0.11039146065583,0.0129621451671944,-0.12434564089264
GL,db7f8eef52cb253f2ece6efc1bd31f33,1,W1_GL_22,0,7,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,unknown Micromonosporaceae,unknown Micromonosporaceae,C,3.67216346080048e-05,205.612294615416,885.501082358604,0.0139857479710233,-0.222580226403793,0.0140164502284386,-0.222610928661209
GL,db7f8eef52cb253f2ece6efc1bd31f33,1,W1_GL_28,0,7,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,unknown Micromonosporaceae,unknown Micromonosporaceae,C_N,7.89028876321005e-06,198.394940354029,885.501082358604,-0.00796070597477167,-0.20573843506207,0.0120396042984893,-0.225738745335331
GL,db7f8eef52cb253f2ece6efc1bd31f33,2,W1_GL_20,0,7,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,unknown Micromonosporaceae,unknown Micromonosporaceae,control,1.72193205730923e-05,399.46369343005,668.019568914159,0.0130554179634468,-0.0865117875116832,0.013514776229489,-0.0869711457777254
GL,db7f8eef52cb253f2ece6efc1bd31f33,2,W1_GL_23,0,7,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,unknown Micromonosporaceae,unknown Micromonosporaceae,C,1.4403910838976e-05,196.499246706014,668.019568914159,-0.00675853420058205,-0.168049875820054,0.00344586089984661,-0.178254270920483
GL,db7f8eef52cb253f2ece6efc1bd31f33,2,W1_GL_29,0,7,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,unknown Micromonosporaceae,unknown Micromonosporaceae,C_N,2.56171431886677e-05,111.563881520916,668.019568914159,-0.00153620427058736,-0.254138097531012,0.0148968782403797,-0.270571180041979
GL,db7f8eef52cb253f2ece6efc1bd31f33,3,W1_GL_21,0,7,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,unknown Micromonosporaceae,unknown Micromonosporaceae,control,3.8596947463173e-05,302.247679298524,588.252120631458,0.00835522909433484,-0.103485060695027,0.00879866440611641,-0.103928496006808
GL,db7f8eef52cb253f2ece6efc1bd31f33,3,W1_GL_24,0,7,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,unknown Micromonosporaceae,unknown Micromonosporaceae,C,2.04621895501834e-05,201.329420477021,588.252120631458,0.00256966496607034,-0.155742973283679,0.0198415708720152,-0.173014879189624
GL,db7f8eef52cb253f2ece6efc1bd31f33,3,W1_GL_30,0,7,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,unknown Micromonosporaceae,unknown Micromonosporaceae,C_N,1.95325432505934e-05,357.691066336426,588.252120631458,-0.00150722698489557,-0.0695621961476457,0.00812651029804504,-0.0791959334305863
GL,db9deeec7f3659272bd0b102ccfa25ab,1,W1_GL_19,0,7,Armatimonadetes,Chthonomonadetes,Chthonomonadales,unknown Chthonomonadales,unknown Chthonomonadales,unknown Chthonomonadales,control,0.000125877375586174,44.3393546311992,172.780698996801,0.0240876162462248,-0.218394831307825,0.0409240060600042,-0.235231221121604
GL,dc3d2e9d74f672275994dd28649eb4e1,3,W1_GL_21,0,7,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,unknown Gemmatimonas,control,2.91615332656635e-05,208.062569146034,181.000652501987,0.0210524783120334,-0.00114701953696187,0.021537487489528,-0.00163202871445643
GL,dc3d2e9d74f672275994dd28649eb4e1,3,W1_GL_24,0,7,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,unknown Gemmatimonas,C,8.82664811815049e-05,80.8810751197237,181.000652501987,0.0371612653077558,-0.152235660856728,0.0595681612303144,-0.174642556779286
GL,dc3d2e9d74f672275994dd28649eb4e1,3,W1_GL_30,0,7,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,unknown Gemmatimonas,C_N,4.83837077512854e-05,137.048378914563,181.000652501987,0.0151524265292637,-0.0548905182417371,0.0260308666132532,-0.0657689583257265
GL,dc9d0594a85671e0a145b928a621c3ed,1,W1_GL_19,0,7,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,unknown Haliangium,control,2.69416930593589e-05,253.111605752672,518.342096990402,-0.00188279276314998,-0.100517910417357,0.0120028941535936,-0.114403597334101
GL,dc9d0594a85671e0a145b928a621c3ed,1,W1_GL_22,0,7,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,unknown Haliangium,C,1.09669076976219e-05,156.655408039386,518.342096990402,0.00190175995057117,-0.172842746136855,0.0019300155122402,-0.172871001698524
GL,dc9d0594a85671e0a145b928a621c3ed,2,W1_GL_29,0,7,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,unknown Haliangium,C_N,2.50354294192805e-05,76.8424034188624,508.967290601264,-0.00387798643998722,-0.26621160452697,0.0122987555781527,-0.28238834654511
